year,loc_x,loc_y,estm_count
0,-80.4405,37.0675,355
1,-80.4405,37.0675,253
2,-80.4405,37.0675,184
3,-80.4405,37.0675,210
4,-80.4405,37.0675,178
5,-80.4405,37.0675,221
6,-80.4405,37.0675,256
7,-80.4405,37.0675,365
0,-77.9267,37.5427,131
1,-77.9267,37.5427,35
2,-77.9267,37.5427,24
3,-77.9267,37.5427,29
4,-77.9267,37.5427,44
5,-77.9267,37.5427,71
6,-77.9267,37.5427,135
7,-77.9267,37.5427,195
0,-79.5431,37.6301,26
1,-79.5431,37.6301,69
2,-79.5431,37.6301,167
3,-79.5431,37.6301,144
4,-79.5431,37.6301,48
5,-79.5431,37.6301,36
6,-79.5431,37.6301,73
7,-79.5431,37.6301,189
0,-77.4322,37.6274,1834
1,-77.4322,37.6274,1370
2,-77.4322,37.6274,512
3,-77.4322,37.6274,523
4,-77.4322,37.6274,571
5,-77.4322,37.6274,1077
6,-77.4322,37.6274,2197
7,-77.4322,37.6274,3327
0,-77.4448,38.7717,76
1,-77.4448,38.7717,16
2,-77.4448,38.7717,5
3,-77.4448,38.7717,8
4,-77.4448,38.7717,7
5,-77.4448,38.7717,25
6,-77.4448,38.7717,24
7,-77.4448,38.7717,8
0,-82.3763,37.1026,230
1,-82.3763,37.1026,308
2,-82.3763,37.1026,174
3,-82.3763,37.1026,44
4,-82.3763,37.1026,62
5,-82.3763,37.1026,105
6,-82.3763,37.1026,239
7,-82.3763,37.1026,448
0,-76.3477,37.8832,50
1,-76.3477,37.8832,28
2,-76.3477,37.8832,20
3,-76.3477,37.8832,10
4,-76.3477,37.8832,9
5,-76.3477,37.8832,30
6,-76.3477,37.8832,79
7,-76.3477,37.8832,65
0,-77.1579,38.8514,2247
1,-77.1579,38.8514,2102
2,-77.1579,38.8514,1738
3,-77.1579,38.8514,1176
4,-77.1579,38.8514,610
5,-77.1579,38.8514,641
6,-77.1579,38.8514,900
7,-77.1579,38.8514,1413
0,-78.7284,36.839,64
1,-78.7284,36.839,62
2,-78.7284,36.839,55
3,-78.7284,36.839,66
4,-78.7284,36.839,73
5,-78.7284,36.839,71
6,-78.7284,36.839,55
7,-78.7284,36.839,105
0,-78.1638,37.7533,51
1,-78.1638,37.7533,107
2,-78.1638,37.7533,59
3,-78.1638,37.7533,17
4,-78.1638,37.7533,17
5,-78.1638,37.7533,20
6,-78.1638,37.7533,67
7,-78.1638,37.7533,91
0,-79.0087,38.1939,213
1,-79.0087,38.1939,125
2,-79.0087,38.1939,81
3,-79.0087,38.1939,27
4,-79.0087,38.1939,71
5,-79.0087,38.1939,165
6,-79.0087,38.1939,307
7,-79.0087,38.1939,215
0,-77.4655,38.3319,954
1,-77.4655,38.3319,832
2,-77.4655,38.3319,261
3,-77.4655,38.3319,293
4,-77.4655,38.3319,257
5,-77.4655,38.3319,473
6,-77.4655,38.3319,980
7,-77.4655,38.3319,1423
0,-77.4712,39.0302,616
1,-77.4712,39.0302,953
2,-77.4712,39.0302,476
3,-77.4712,39.0302,191
4,-77.4712,39.0302,160
5,-77.4712,39.0302,433
6,-77.4712,39.0302,870
7,-77.4712,39.0302,801
0,-82.7774,36.8615,268
1,-82.7774,36.8615,1263
2,-82.7774,36.8615,1597
3,-82.7774,36.8615,303
4,-82.7774,36.8615,271
5,-82.7774,36.8615,1210
6,-82.7774,36.8615,763
7,-82.7774,36.8615,172
0,-76.2883,37.4984,18
1,-76.2883,37.4984,6
2,-76.2883,37.4984,15
3,-76.2883,37.4984,22
4,-76.2883,37.4984,46
5,-76.2883,37.4984,101
6,-76.2883,37.4984,60
7,-76.2883,37.4984,26
0,-81.8015,37.2473,238
1,-81.8015,37.2473,417
2,-81.8015,37.2473,546
3,-81.8015,37.2473,488
4,-81.8015,37.2473,278
5,-81.8015,37.2473,161
6,-81.8015,37.2473,139
7,-81.8015,37.2473,213
0,-78.9012,38.0673,36
1,-78.9012,38.0673,3
2,-78.9012,38.0673,2
3,-78.9012,38.0673,18
4,-78.9012,38.0673,12
5,-78.9012,38.0673,5
6,-78.9012,38.0673,3
7,-78.9012,38.0673,4
0,-78.5222,38.041,35
1,-78.5222,38.041,25
2,-78.5222,38.041,37
3,-78.5222,38.041,45
4,-78.5222,38.041,69
5,-78.5222,38.041,75
6,-78.5222,38.041,99
7,-78.5222,38.041,102
0,-81.6257,36.6015,53
1,-81.6257,36.6015,26
2,-81.6257,36.6015,17
3,-81.6257,36.6015,32
4,-81.6257,36.6015,30
5,-81.6257,36.6015,43
6,-81.6257,36.6015,83
7,-81.6257,36.6015,120
0,-78.8828,37.913000000000004,13
1,-78.8828,37.913000000000004,36
2,-78.8828,37.913000000000004,51
3,-78.8828,37.913000000000004,38
4,-78.8828,37.913000000000004,22
5,-78.8828,37.913000000000004,9
6,-78.8828,37.913000000000004,17
7,-78.8828,37.913000000000004,68
0,-79.444,37.7825,1
1,-79.444,37.7825,2
2,-79.444,37.7825,0
3,-79.444,37.7825,1
4,-79.444,37.7825,2
5,-79.444,37.7825,0
6,-79.444,37.7825,0
7,-79.444,37.7825,1
0,-82.2961,36.9791,249
1,-82.2961,36.9791,225
2,-82.2961,36.9791,210
3,-82.2961,36.9791,192
4,-82.2961,36.9791,179
5,-82.2961,36.9791,144
6,-82.2961,36.9791,90
7,-82.2961,36.9791,132
0,-76.8978,36.9052,91
1,-76.8978,36.9052,43
2,-76.8978,36.9052,56
3,-76.8978,36.9052,164
4,-76.8978,36.9052,152
5,-76.8978,36.9052,211
6,-76.8978,36.9052,190
7,-76.8978,36.9052,171
0,-76.8229,38.0941,123
1,-76.8229,38.0941,89
2,-76.8229,38.0941,63
3,-76.8229,38.0941,31
4,-76.8229,38.0941,38
5,-76.8229,38.0941,66
6,-76.8229,38.0941,126
7,-76.8229,38.0941,218
0,-80.3578,36.7168,62
1,-80.3578,36.7168,57
2,-80.3578,36.7168,47
3,-80.3578,36.7168,52
4,-80.3578,36.7168,79
5,-80.3578,36.7168,127
6,-80.3578,36.7168,221
7,-80.3578,36.7168,138
0,-79.9917,36.8293,402
1,-79.9917,36.8293,355
2,-79.9917,36.8293,136
3,-79.9917,36.8293,106
4,-79.9917,36.8293,307
5,-79.9917,36.8293,561
6,-79.9917,36.8293,308
7,-79.9917,36.8293,73
0,-83.1152,36.6871,91
1,-83.1152,36.6871,76
2,-83.1152,36.6871,109
3,-83.1152,36.6871,111
4,-83.1152,36.6871,121
5,-83.1152,36.6871,143
6,-83.1152,36.6871,163
7,-83.1152,36.6871,196
0,-79.2895,37.2338,137
1,-79.2895,37.2338,122
2,-79.2895,37.2338,62
3,-79.2895,37.2338,38
4,-79.2895,37.2338,45
5,-79.2895,37.2338,41
6,-79.2895,37.2338,118
7,-79.2895,37.2338,168
0,-82.7962,36.7196,182
1,-82.7962,36.7196,661
2,-82.7962,36.7196,838
3,-82.7962,36.7196,210
4,-82.7962,36.7196,158
5,-82.7962,36.7196,308
6,-82.7962,36.7196,775
7,-82.7962,36.7196,523
0,-77.7219,36.9853,42
1,-77.7219,36.9853,12
2,-77.7219,36.9853,14
3,-77.7219,36.9853,8
4,-77.7219,36.9853,15
5,-77.7219,36.9853,25
6,-77.7219,36.9853,37
7,-77.7219,36.9853,50
0,-80.6997,36.6771,175
1,-80.6997,36.6771,191
2,-80.6997,36.6771,227
3,-80.6997,36.6771,183
4,-80.6997,36.6771,162
5,-80.6997,36.6771,147
6,-80.6997,36.6771,131
7,-80.6997,36.6771,89
0,-75.7182,37.6917,12
1,-75.7182,37.6917,65
2,-75.7182,37.6917,134
3,-75.7182,37.6917,23
4,-75.7182,37.6917,22
5,-75.7182,37.6917,37
6,-75.7182,37.6917,144
7,-75.7182,37.6917,77
0,-75.8283,37.5295,3
1,-75.8283,37.5295,4
2,-75.8283,37.5295,7
3,-75.8283,37.5295,9
4,-75.8283,37.5295,18
5,-75.8283,37.5295,26
6,-75.8283,37.5295,32
7,-75.8283,37.5295,23
0,-78.1283,36.9608,9
1,-78.1283,36.9608,31
2,-78.1283,36.9608,92
3,-78.1283,36.9608,18
4,-78.1283,36.9608,11
5,-78.1283,36.9608,25
6,-78.1283,36.9608,35
7,-78.1283,36.9608,22
0,-76.538,37.7301,21
1,-76.538,37.7301,10
2,-76.538,37.7301,5
3,-76.538,37.7301,11
4,-76.538,37.7301,37
5,-76.538,37.7301,15
6,-76.538,37.7301,4
7,-76.538,37.7301,17
0,-78.6333,37.494,74
1,-78.6333,37.494,190
2,-78.6333,37.494,370
3,-78.6333,37.494,340
4,-78.6333,37.494,56
5,-78.6333,37.494,64
6,-78.6333,37.494,90
7,-78.6333,37.494,270
0,-79.7872,36.6871,201
1,-79.7872,36.6871,214
2,-79.7872,36.6871,250
3,-79.7872,36.6871,117
4,-79.7872,36.6871,78
5,-79.7872,36.6871,72
6,-79.7872,36.6871,73
7,-79.7872,36.6871,142
0,-77.8267,38.416,562
1,-77.8267,38.416,525
2,-77.8267,38.416,146
3,-77.8267,38.416,153
4,-77.8267,38.416,143
5,-77.8267,38.416,289
6,-77.8267,38.416,670
7,-77.8267,38.416,762
0,-78.1745,39.1734,216
1,-78.1745,39.1734,57
2,-78.1745,39.1734,42
3,-78.1745,39.1734,48
4,-78.1745,39.1734,75
5,-78.1745,39.1734,127
6,-78.1745,39.1734,136
7,-78.1745,39.1734,55
0,-78.1125,38.2484,219
1,-78.1125,38.2484,208
2,-78.1125,38.2484,99
3,-78.1125,38.2484,57
4,-78.1125,38.2484,49
5,-78.1125,38.2484,133
6,-78.1125,38.2484,264
7,-78.1125,38.2484,326
0,-77.6492,37.506,1711
1,-77.6492,37.506,1454
2,-77.6492,37.506,797
3,-77.6492,37.506,495
4,-77.6492,37.506,518
5,-77.6492,37.506,958
6,-77.6492,37.506,2121
7,-77.6492,37.506,2779
0,-77.6661,38.6355,109
1,-77.6661,38.6355,220
2,-77.6661,38.6355,785
3,-77.6661,38.6355,951
4,-77.6661,38.6355,191
5,-77.6661,38.6355,149
6,-77.6661,38.6355,363
7,-77.6661,38.6355,852
0,-78.9061,38.6601,122
1,-78.9061,38.6601,126
2,-78.9061,38.6601,126
3,-78.9061,38.6601,134
4,-78.9061,38.6601,114
5,-78.9061,38.6601,92
6,-78.9061,38.6601,117
7,-78.9061,38.6601,136
0,-77.9882,37.3366,38
1,-77.9882,37.3366,38
2,-77.9882,37.3366,40
3,-77.9882,37.3366,59
4,-77.9882,37.3366,12
5,-77.9882,37.3366,4
6,-77.9882,37.3366,6
7,-77.9882,37.3366,11
0,-78.3908,36.666,33
1,-78.3908,36.666,88
2,-78.3908,36.666,316
3,-78.3908,36.666,253
4,-78.3908,36.666,40
5,-78.3908,36.666,35
6,-78.3908,36.666,91
7,-78.3908,36.666,256
0,-81.6382,36.666,314
1,-81.6382,36.666,595
2,-81.6382,36.666,166
3,-81.6382,36.666,101
4,-81.6382,36.666,87
5,-81.6382,36.666,142
6,-81.6382,36.666,389
7,-81.6382,36.666,489
0,-81.192,36.8862,197
1,-81.192,36.8862,249
2,-81.192,36.8862,152
3,-81.192,36.8862,198
4,-81.192,36.8862,211
