id,name,bias
1,Montgomery/Virginia,79041.0
2,Powhatan/Virginia,38580.0
3,Rockbridge/Virginia,53232.0
4,Henrico/Virginia,10608970.0
5,Manassas Park (city)/Virginia,3357.0
6,Dickenson/Virginia,252708.0
7,Northumberland/Virginia,5519.0
8,Fairfax/Virginia,7689879.0
9,Halifax/Virginia,3968.0
10,Fluvanna/Virginia,15494.0
11,Augusta/Virginia,124933.0
12,Stafford/Virginia,2421875.0
13,Loudoun/Virginia,1757430.0
14,Wise/Virginia,3777059.0
15,Mathews/Virginia,6489.0
16,Buchanan/Virginia,454358.0
17,Waynesboro (city)/Virginia,1068.0
18,Albemarle/Virginia,7465.0
19,Grayson/Virginia,11034.0
20,Nelson/Virginia,5324.0
21,Lexington (city)/Virginia,29.0
22,Russell/Virginia,44881.0
23,Southampton/Virginia,82083.0
24,Westmoreland/Virginia,46118.0
25,Patrick/Virginia,43422.0
26,Franklin/Virginia,488294.0
27,Lee/Virginia,27123.0
28,Campbell/Virginia,47077.0
29,Scott/Virginia,1302463.0
30,Dinwiddie/Virginia,3135.0
31,Carroll/Virginia,106670.0
32,Accomack/Virginia,31505.0
33,Northampton/Virginia,974.0
34,Lunenburg/Virginia,7991.0
35,Lancaster/Virginia,1568.0
36,Buckingham/Virginia,181870.0
37,Henry/Virginia,95940.0
38,Culpeper/Virginia,961605.0
39,Winchester (city)/Virginia,65122.0
40,Orange/Virginia,163759.0
41,Chesterfield/Virginia,9833507.0
42,Fauquier/Virginia,1462479.0
43,Rockingham/Virginia,10989.0
44,Amelia/Virginia,3151.0
45,Mecklenburg/Virginia,130567.0
46,Washington/Virginia,500374.0
47,Wythe/Virginia,80504.0
48,Louisa/Virginia,106409.0
49,Shenandoah/Virginia,719280.0
50,Smyth/Virginia,366961.0
51,Richmond/Virginia,2108496.0
52,Greensville/Virginia,8778.0
53,Charles City/Virginia,92.0
54,Radford (city)/Virginia,9292.0
55,Cumberland/Virginia,3300.0
56,Warren/Virginia,2546581.0
57,Brunswick/Virginia,9500.0
58,Page/Virginia,215332.0
59,Charlotte/Virginia,12627.0
60,Highland/Virginia,6.0
61,Giles/Virginia,662035.0
62,New Kent/Virginia,23442.0
63,Pulaski/Virginia,978749.0
64,Caroline/Virginia,62741.0
65,Virginia Beach (city)/Virginia,209013.0
66,Bedford/Virginia,296085.0
67,Pittsylvania/Virginia,80284.0
68,Prince William/Virginia,8101714.0
69,Botetourt/Virginia,140191.0
70,Isle of Wight/Virginia,31836.0
71,Goochland/Virginia,3277.0
72,Frederick/Virginia,1219048.0
73,Bland/Virginia,192.0
74,Hanover/Virginia,46480.0
75,Chesapeake (city)/Virginia,10828.0
76,Essex/Virginia,1587.0
77,Sussex/Virginia,4488.0
78,Madison/Virginia,6541.0
79,Middlesex/Virginia,2471.0
80,Bath/Virginia,4164.0
81,Arlington/Virginia,48359.0
82,Nottoway/Virginia,2048.0
83,Greene/Virginia,14649.0
84,Covington (city)/Virginia,1.0
85,Tazewell/Virginia,6865038.0
86,Charlottesville (city)/Virginia,2689.0
87,Craig/Virginia,1044.0
88,Alleghany/Virginia,58433.0
89,Gloucester/Virginia,56728.0
90,Norfolk (city)/Virginia,320214.0
91,Suffolk (city)/Virginia,44797.0
92,Clarke/Virginia,13168.0
93,Petersburg (city)/Virginia,7950.0
94,Surry/Virginia,86.0
95,Falls Church (city)/Virginia,69.0
96,Rappahannock/Virginia,3899.0
97,Galax (city)/Virginia,95.0
98,Martinsville (city)/Virginia,1993.0
99,James City/Virginia,13040.0
100,Danville (city)/Virginia,5401.0
101,Amherst/Virginia,36456.0
102,Harrisonburg (city)/Virginia,6722.0
103,Fredericksburg (city)/Virginia,17833.0
104,Roanoke/Virginia,88965.0
105,Appomattox/Virginia,7178.0
106,Portsmouth (city)/Virginia,208928.0
107,Newport News (city)/Virginia,84018.0
108,Spotsylvania/Virginia,3606836.0
109,Salem (city)/Virginia,6507.0
110,Staunton (city)/Virginia,1019.0
111,Bristol (city)/Virginia,21663.0
112,Williamsburg (city)/Virginia,80.0
113,Floyd/Virginia,4289.0
114,Alexandria (city)/Virginia,3880.0
115,Norton (city)/Virginia,4.0
116,Lynchburg (city)/Virginia,5543.0
117,York/Virginia,45793.0
118,Emporia (city)/Virginia,543.0
119,Poquoson (city)/Virginia,307.0
120,Hopewell (city)/Virginia,4211.0
121,Buena Vista (city)/Virginia,115.0
122,Colonial Heights (city)/Virginia,15053.0
123,Logan/West Virginia,299370.0
124,Hardy/West Virginia,22675.0
125,Tucker/West Virginia,21.0
126,Fayette/West Virginia,14953.0
127,Hancock/West Virginia,62800.0
128,Jefferson/West Virginia,27673.0
129,Harrison/West Virginia,1101010.0
130,Wayne/West Virginia,25766.0
131,Grant/West Virginia,12573.0
132,Raleigh/West Virginia,3611423.0
133,Mercer/West Virginia,4175371.0
134,Boone/West Virginia,11383.0
135,Preston/West Virginia,5199.0
136,Monroe/West Virginia,4613.0
137,McDowell/West Virginia,2728.0
138,Randolph/West Virginia,602.0
139,Monongalia/West Virginia,147367.0
140,Wood/West Virginia,85371.0
141,Putnam/West Virginia,26732.0
142,Kanawha/West Virginia,4139805.0
143,Cabell/West Virginia,2817125.0
144,Brooke/West Virginia,630.0
145,Marshall/West Virginia,186168.0
146,Morgan/West Virginia,30882.0
147,Pendleton/West Virginia,16.0
148,Barbour/West Virginia,73.0
149,Calhoun/West Virginia,546.0
150,Jackson/West Virginia,31096.0
151,Taylor/West Virginia,6.0
152,Mingo/West Virginia,124527.0
153,Mineral/West Virginia,6812.0
154,Marion/West Virginia,1628235.0
155,Pocahontas/West Virginia,11474.0
156,Webster/West Virginia,420.0
157,Mason/West Virginia,6773.0
158,Braxton/West Virginia,41324.0
159,Upshur/West Virginia,61820.0
160,Clay/West Virginia,1770.0
161,Wyoming/West Virginia,991.0
162,Roane/West Virginia,10503.0
163,Wetzel/West Virginia,6419.0
164,Gilmer/West Virginia,1967.0
165,Nicholas/West Virginia,152262.0
166,Hampshire/West Virginia,58297.0
167,Ohio/West Virginia,46021.0
168,Berkeley/West Virginia,278293.0
169,Greenbrier/West Virginia,208119.0
170,Pleasants/West Virginia,51.0
171,Summers/West Virginia,6307.0
172,Ritchie/West Virginia,159.0
173,Wirt/West Virginia,2.0
