year,loc_x,loc_y,estm_count
0,-80.4405,37.0675,702.7212758163738
1,-80.4405,37.0675,671.8701693058159
2,-80.4405,37.0675,719.3759589956835
3,-80.4405,37.0675,859.779485549443
4,-80.4405,37.0675,827.9802020527001
5,-80.4405,37.0675,871.9455241366616
6,-80.4405,37.0675,965.3238628095246
0,-77.9267,37.5427,346.9087838871214
1,-77.9267,37.5427,229.4389083686178
2,-77.9267,37.5427,117.52674539514811
3,-77.9267,37.5427,117.95227484295764
4,-77.9267,37.5427,72.51181126607517
5,-77.9267,37.5427,43.07131344587597
6,-77.9267,37.5427,67.98184600441496
0,-79.5431,37.6301,185.39530999357123
1,-79.5431,37.6301,181.23442007817854
2,-79.5431,37.6301,195.05473600970797
3,-79.5431,37.6301,266.73137632951546
4,-79.5431,37.6301,227.1232965572948
5,-79.5431,37.6301,213.9791964081028
6,-79.5431,37.6301,283.54016585437614
0,-77.4322,37.6274,1098.1189176240896
1,-77.4322,37.6274,1187.667847310498
2,-77.4322,37.6274,1213.2374042418812
3,-77.4322,37.6274,1279.4907648233675
4,-77.4322,37.6274,1495.8873011466394
5,-77.4322,37.6274,1647.281438572804
6,-77.4322,37.6274,2000.15515747126
0,-77.4448,38.7717,116.94367194592004
1,-77.4448,38.7717,112.27965605606855
2,-77.4448,38.7717,58.874807049699484
3,-77.4448,38.7717,104.02693495190177
4,-77.4448,38.7717,42.0405052732086
5,-77.4448,38.7717,27.044172376442678
6,-77.4448,38.7717,19.1929910155873
0,-82.3763,37.1026,75.70183149358982
1,-82.3763,37.1026,50.528992888050055
2,-82.3763,37.1026,41.20346230079043
3,-82.3763,37.1026,102.93693104095894
4,-82.3763,37.1026,123.23831320513514
5,-82.3763,37.1026,240.46284313194928
6,-82.3763,37.1026,207.01585963122426
0,-76.3477,37.8832,69.52118088343335
1,-76.3477,37.8832,70.62933069163816
2,-76.3477,37.8832,40.98574958858688
3,-76.3477,37.8832,37.25517257530342
4,-76.3477,37.8832,49.16978293993432
5,-76.3477,37.8832,76.39889614159824
6,-76.3477,37.8832,101.33986752805164
0,-77.1579,38.8514,3555.1282175148044
1,-77.1579,38.8514,4189.9552066998385
2,-77.1579,38.8514,3881.120515170654
3,-77.1579,38.8514,3653.6939269574414
4,-77.1579,38.8514,3270.274633988985
5,-77.1579,38.8514,3504.7279396034364
6,-77.1579,38.8514,4019.7087475379644
0,-78.7284,36.839,326.8101363337958
1,-78.7284,36.839,216.8036753108376
2,-78.7284,36.839,378.06791615182
3,-78.7284,36.839,335.4600764730397
4,-78.7284,36.839,203.36175663903398
5,-78.7284,36.839,209.6392982797826
6,-78.7284,36.839,190.58280803415903
0,-78.1638,37.7533,57.91919505074441
1,-78.1638,37.7533,98.9060338503798
2,-78.1638,37.7533,106.38498448513612
3,-78.1638,37.7533,64.81959357146596
4,-78.1638,37.7533,26.99698272584519
5,-78.1638,37.7533,21.491998457076676
6,-78.1638,37.7533,61.40148950046328
0,-79.0087,38.1939,342.65515118588104
1,-79.0087,38.1939,276.2882162136605
2,-79.0087,38.1939,345.58348803569544
3,-79.0087,38.1939,230.8815868734676
4,-79.0087,38.1939,329.5499247062744
5,-79.0087,38.1939,280.80329868868154
6,-79.0087,38.1939,454.503258557393
0,-77.4655,38.3319,661.941929499173
1,-77.4655,38.3319,685.5633074445715
2,-77.4655,38.3319,802.5031679170955
3,-77.4655,38.3319,666.3508786764702
