year,loc_x,loc_y,estm_count
0,-80.4405,37.0675,214.61678120231701
1,-80.4405,37.0675,212.99537277038675
2,-80.4405,37.0675,238.5888495862485
3,-80.4405,37.0675,296.41804597577436
4,-80.4405,37.0675,2274.7258181060656
5,-80.4405,37.0675,297.5491619214338
6,-80.4405,37.0675,2766.635225615219
0,-77.9267,37.5427,112.77259938798365
1,-77.9267,37.5427,77.7037571351542
2,-77.9267,37.5427,31.33287777231265
3,-77.9267,37.5427,35.42652382098481
4,-77.9267,37.5427,212.67360839183792
5,-77.9267,37.5427,15.684736409378889
6,-77.9267,37.5427,241.30038613472482
0,-79.5431,37.6301,37.27247785681666
1,-79.5431,37.6301,39.996482812349804
2,-79.5431,37.6301,43.0795950725683
3,-79.5431,37.6301,64.3081655696189
4,-79.5431,37.6301,853.2737948956445
5,-79.5431,37.6301,57.29301889733742
6,-79.5431,37.6301,932.9120854814099
0,-77.4322,37.6274,384.42134381970624
1,-77.4322,37.6274,410.1061361713119
2,-77.4322,37.6274,440.6328877452535
3,-77.4322,37.6274,469.5437025406325
4,-77.4322,37.6274,5277.529094476042
5,-77.4322,37.6274,584.8563239310254
6,-77.4322,37.6274,6840.377484082163
0,-77.4448,38.7717,24.442983445669356
1,-77.4448,38.7717,31.440438872965924
2,-77.4448,38.7717,129.12371466426572
3,-77.4448,38.7717,89.67432845212923
4,-77.4448,38.7717,31.777178309956327
5,-77.4448,38.7717,9.225805458615621
6,-77.4448,38.7717,98.83315947150827
0,-82.3763,37.1026,20.888381859666765
1,-82.3763,37.1026,17.76832480760074
2,-82.3763,37.1026,23.771677974847062
3,-82.3763,37.1026,20.511889911927394
4,-82.3763,37.1026,385.45208738543494
5,-82.3763,37.1026,19.701444282895377
6,-82.3763,37.1026,428.61380731088445
0,-76.3477,37.8832,22.379408470142547
1,-76.3477,37.8832,8.867093601670193
2,-76.3477,37.8832,6.171324305073955
3,-76.3477,37.8832,7.590864772317438
4,-76.3477,37.8832,138.66337105655185
5,-76.3477,37.8832,22.95379814137696
6,-76.3477,37.8832,407.28678171893563
0,-77.1579,38.8514,885.7406689579707
1,-77.1579,38.8514,691.8696285712359
2,-77.1579,38.8514,3671.474139512955
3,-77.1579,38.8514,4937.491317955776
4,-77.1579,38.8514,7299.613513357554
5,-77.1579,38.8514,762.0714870255553
6,-77.1579,38.8514,5148.2283037066145
0,-78.7284,36.839,66.4273953450535
1,-78.7284,36.839,46.48276711785173
2,-78.7284,36.839,72.8671243863016
3,-78.7284,36.839,63.12444722929078
4,-78.7284,36.839,909.0367202984407
5,-78.7284,36.839,41.10916861167479
6,-78.7284,36.839,796.9548068338204
0,-78.1638,37.7533,17.25079913965703
1,-78.1638,37.7533,26.092403523292575
2,-78.1638,37.7533,26.849556044493582
3,-78.1638,37.7533,16.822834843471874
4,-78.1638,37.7533,92.17676027179353
