Year,ID,Name,InnerIndex,HC01_VC03
2010,0,Montgomery/Virginia,67.83859367822602,34369
2010,1,Powhatan/Virginia,29.08471660839847,8637
2010,2,Rockbridge/Virginia,14.597292909664763,9372
2010,3,Henrico/Virginia,482.56038492247774,121767
2010,4,Manassas Park (city)/Virginia,9.685698211139632,4206
2010,5,Dickenson/Virginia,37.16833134853594,6170
2010,6,Northumberland/Virginia,21.593414226770577,5478
2010,7,Fairfax/Virginia,1562.2570326916466,381768
2010,8,Halifax/Virginia,53.51176828946345,14650
2010,9,Fluvanna/Virginia,32.20784359989891,9128
2010,10,Augusta/Virginia,132.63211036817978,27909
2010,11,Stafford/Virginia,109.95825723541222,40183
2010,12,Loudoun/Virginia,90.77463432268279,95330
2010,13,Wise/Virginia,700.9626133288492,15750
2010,14,Mathews/Virginia,11.538438907677277,3773
2010,15,Buchanan/Virginia,130.8602469630531,9123
2010,16,Waynesboro (city)/Virginia,10.235610082594356,8546
2010,17,Albemarle/Virginia,41.320532010467005,37459
2010,18,Grayson/Virginia,19.046089686131378,6858
2010,19,Nelson/Virginia,40.62264543135897,6534
2010,20,Lexington (city)/Virginia,0.7112747505055192,2108
2010,21,Russell/Virginia,43.908851839336016,11529
2010,22,Southampton/Virginia,21.38299251809009,6571
2010,23,Westmoreland/Virginia,17.333990751438932,7135
2010,24,Patrick/Virginia,55.70255379275379,7344
2010,25,Franklin/Virginia,98.43101867009301,23355
2010,26,Lee/Virginia,154.01000935744997,9836
2010,27,Campbell/Virginia,17.499000213953646,22005
2010,28,Scott/Virginia,195.6665717580329,9610
2010,29,Dinwiddie/Virginia,20.086983791111162,9800
2010,30,Carroll/Virginia,55.87265524105995,12818
2010,31,Accomack/Virginia,33.4859114762197,14085
2010,32,Northampton/Virginia,4.766264755810101,5088
2010,33,Lunenburg/Virginia,31.275098322367157,4515
2010,34,Lancaster/Virginia,4.295305386499571,5421
2010,35,Buckingham/Virginia,53.513671529777724,4859
2010,36,Henry/Virginia,47.885057991673875,22909
2010,37,Culpeper/Virginia,87.01349699124107,15834
2010,38,Winchester (city)/Virginia,93.14686762880582,10221
2010,39,Orange/Virginia,123.51789205832227,12669
2010,40,Chesterfield/Virginia,211.75343396201603,112404
2010,41,Fauquier/Virginia,213.84121692184593,22369
2010,42,Rockingham/Virginia,120.0939565618392,29701
2010,43,Amelia/Virginia,4.951783875902113,4901
2010,44,Mecklenburg/Virginia,23.93338095395003,12594
2010,45,Washington/Virginia,198.31234026482082,22711
2010,46,Wythe/Virginia,71.21084212838373,11665
2010,47,Louisa/Virginia,57.73166589208161,13253
2010,48,Shenandoah/Virginia,109.87915586859135,17316
2010,49,Smyth/Virginia,78.72181119571674,12992
2010,50,Richmond/Virginia,231.80002659223945,3007
2010,51,Greensville/Virginia,19.5725651298727,3385
2010,52,Charles City/Virginia,0.7084578125028744,2713
2010,53,Radford (city)/Virginia,9.880890501231603,5667
2010,54,Cumberland/Virginia,13.943604694843318,3969
2010,55,Warren/Virginia,177.35673930535236,14160
2010,56,Brunswick/Virginia,6.260594378118502,6086
2010,57,Page/Virginia,119.76351243098804,9629
2010,58,Charlotte/Virginia,15.593650725791688,4415
2010,59,Highland/Virginia,0.5,1130
2010,60,Giles/Virginia,38.65184803154832,7100
2010,61,New Kent/Virginia,40.65881005853222,6513
2010,62,Pulaski/Virginia,69.06970740208581,14898
2010,63,Caroline/Virginia,17.785836529488826,10270
2010,64,Virginia Beach (city)/Virginia,41.58028276414001,163944
2010,65,Bedford/Virginia,58.43079761539621,27150
2010,66,Pittsylvania/Virginia,58.727458282947595,26563
2010,67,Prince William/Virginia,245.19619520601913,124879
2010,68,Botetourt/Virginia,25.985897753442888,12918
2010,69,Isle of Wight/Virginia,38.38219796875664,13553
2010,70,Goochland/Virginia,15.486170123309416,6831
2010,71,Frederick/Virginia,86.53587706150071,28558
2010,72,Bland/Virginia,15.94900023301536,2580
2010,73,Hanover/Virginia,103.03145263251392,36114
2010,74,Chesapeake (city)/Virginia,31.482856101720536,78778
2010,75,Essex/Virginia,3.0159286424779257,4466
2010,76,Sussex/Virginia,3.95330413107613,3796
2010,77,Madison/Virginia,35.27517079373415,5213
2010,78,Middlesex/Virginia,17.7632427622443,4303
2010,79,Bath/Virginia,3.5410173362202193,2025
2010,80,Arlington/Virginia,409.43527890414396,91892
2010,81,Nottoway/Virginia,14.29796447319635,5607
2010,82,Greene/Virginia,6.346489149986464,6709
