Year,ID,Name,InnerIndex,Weight,Family 1,Family 2,Education 1,Education 2,Culture 1,Culture 2
0,0,"Montgomery, Virginia",469.2853111451219,80485,1.0067749059869875,0.9869265837620759,1.014546678715073,1.1844036003328038,1.0083253114247863,0.9195171942609884,0.9461074139111919
1,0,"Montgomery, Virginia",507.83549518364276,82416,1.0032755327404048,0.979747839051337,1.0071670298906785,0.9932682853036835,1.015130431467485,0.9245122599256055,0.9671668732783839
2,0,"Montgomery, Virginia",552.8106871925285,83666,1.001343043037068,0.9898222118806932,1.0175233437870976,0.9535587323197943,0.9998856282345765,1.0113413800956503,0.9823416326521904
3,0,"Montgomery, Virginia",604.81498076677,84988,1.002126484808691,0.989460258365866,0.9948882864685767,1.0223886241585356,0.9967165772343001,1.0412054960904882,1.0152451709400798
4,0,"Montgomery, Virginia",664.4534191638812,86284,0.9796678206888318,0.9903651421529339,0.989493081025532,0.9943272067165873,1.0015535498136694,1.05874136491308,1.0219812107802242
5,0,"Montgomery, Virginia",732.297144411558,87359,0.9932474780636305,1.013590492687677,0.9875706514998495,0.9159670221617124,0.9960827670342448,1.031640476732711,1.0251326617919103
6,0,"Montgomery, Virginia",808.8384979189001,88149,0.9864352653256132,0.9499125279005836,1.011189071386807,1.063913470993117,1.0176942652090621,0.9869581720185228,0.9579749633539802
0,1,"Powhatan, Virginia",298.45756641600923,21276,0.9090252844740792,0.8693834026804943,0.9011703511053316,1.2400193955067076,0.6044375353306953,0.956515620602308,0.9487037962328171
1,1,"Powhatan, Virginia",160.28077084914585,23779,1.0080925514332935,1.020427791833065,1.057737321196359,1.0872797801842573,0.9546353872244205,0.9358288770053477,1.0010864639375312
2,1,"Powhatan, Virginia",73.24131360875148,24234,0.986417431279801,1.0009617998201852,1.0375596012136974,1.1347987716179084,0.9536461277557942,0.9033211370672671,1.0009237848452806
3,1,"Powhatan, Virginia",46.521804106915205,24877,1.0015767177675197,1.0256967821523406,0.9941699176419593,0.9809277517375141,1.2049180327868851,1.1564874753729244,1.0143448099559604
4,1,"Powhatan, Virginia",54.58849588629286,25336,1.0233848141182729,1.0060844292972588,1.0100996965756392,0.8870211734281558,1.0219050310910118,1.1752040529130312,1.0049094226054218
5,1,"Powhatan, Virginia",107.04596692142523,25578,1.0382781482114702,1.037698371212913,0.9965973125270915,0.8202683045094553,1.117863199547767,1.0313819307627357,1.012067302664451
6,1,"Powhatan, Virginia",230.0273082794593,25619,0.966774947284436,0.9602525769962573,0.997334200260078,1.1503151769839988,0.8574053137365745,1.158739093723614,0.9820355802414622
0,2,"Rockbridge, Virginia",120.19256966049723,22217,1.044269830846222,1.0075813221406087,1.0302843347639485,1.1841973453543702,1.489760554505356,0.5266311584553929,1.0034186554730944
1,2,"Rockbridge, Virginia",128.95491730224285,22101,1.0241389461289374,1.0173137460650579,1.040236051502146,1.0448284497871274,1.2581915563957151,0.8388814913448736,1.0104867617254834
2,2,"Rockbridge, Virginia",139.38955844581375,22151,0.9837186657910827,0.9717733473242394,0.9936695278969958,1.0842724768344603,1.0674228103339634,0.8870395028850422,1.016595624986477
3,2,"Rockbridge, Virginia",151.66784080359793,22137,0.9971920925703676,1.00299055613851,1.0116952789699571,1.0088905584773353,0.8115942028985507,0.9647137150466046,1.0029642772140122
4,2,"Rockbridge, Virginia",165.97240640942664,22162,0.9883154819863681,1.0020724029380903,1.0019313304721031,0.9562985224142249,0.8788594833018273,1.1697736351531292,0.9818104449300763
5,2,"Rockbridge, Virginia",182.49001544818267,22233,0.9849867530173684,0.9853620146904513,0.9713251072961374,0.8660155271725519,0.7046313799621928,1.3080337328007103,0.9940281714520631
6,2,"Rockbridge, Virginia",201.4015635029527,22242,1.0226217703403455,0.9870933892969569,1.0491416309012875,1.1445028800400703,1.2104599873976056,0.6950732356857523,1.009303935781206
0,3,"Henrico, Virginia",592.3850258115232,296169,0.9869019281873024,0.9936567103176549,1.0116874099367952,0.9811739044928753,0.922986765639498,0.8889211201606605,0.9514913972859357
1,3,"Henrico, Virginia",582.4517958399205,300101,0.9919270538154431,0.9958801314434254,1.0139511768258753,1.0198451719020971,0.9704058211652098,0.9164639815537952,0.9703025166980742
2,3,"Henrico, Virginia",585.995756176019,304206,0.9977582146320575,0.9955695064332074,1.0136349152751951,0.9893086371194107,0.9936025785027104,0.9645728736658112,0.9838488643079358
3,3,"Henrico, Virginia",603.180021532528,308335,1.007418042593922,1.0058364804551474,0.998304552739586,0.9953158242897753,1.0322801191580797,1.0001078507940049,0.998222588954182
4,3,"Henrico, Virginia",634.7881689303418,312281,1.0081611062832962,0.9975967433419981,0.9922123565527966,1.073659556969946,1.0341358597450798,1.0531369705083862,1.0167644205573088
5,3,"Henrico, Virginia",682.2288914606893,316596,1.0010579211848718,1.0026157895597299,0.9824748298607974,0.9945649258934797,1.036382282560922,1.0815649522109412,1.0292648387060803
6,3,"Henrico, Virginia",747.534329506915,319575,0.9932242666968929,0.9911553615511632,1.0122652411910458,1.0538680206675846,0.9897934267714998,0.9047677488935997,0.9498946265095172
0,4,"Manassas Park (city), Virginia",26.105990572263686,13195,0.9870084877879786,0.8970091769292948,0.9267537826685007,1.028114396509937,0.7529500756429651,0.8143687119172454,0.8783515508221226
1,4,"Manassas Park (city), Virginia",91.57554003805878,13759,0.9566949592932618,0.9159811706528458,0.9463548830811555,0.8550654386815317,0.9276853252647503,0.9034433895422985,0.9464452541106129
2,4,"Manassas Park (city), Virginia",119.96796060848345,14409,0.9848865407933484,0.9978603014597498,1.030949105914718,1.0688317983519147,0.940393343419062,0.9583959189457277,1.01690956651719
3,4,"Manassas Park (city), Virginia",38.35908634578254,15125,1.0097436341590162,1.0354714469117017,0.9601100412654745,1.0654386815317498,1.0822995461422087,1.0151339095933116,1.0286808669656204
