year,loc_x,loc_y,estm_count
0,-80.4405,37.0675,682.2786175317342
1,-80.4405,37.0675,677.4695706184501
2,-80.4405,37.0675,735.4643930907652
3,-80.4405,37.0675,872.5151238480232
4,-80.4405,37.0675,813.4086120690075
5,-80.4405,37.0675,881.7790608212545
6,-80.4405,37.0675,950.6230054619102
0,-77.9267,37.5427,353.1910462849884
1,-77.9267,37.5427,232.05906352680452
2,-77.9267,37.5427,105.7784070844182
3,-77.9267,37.5427,114.46044086577173
4,-77.9267,37.5427,65.84328432584977
5,-77.9267,37.5427,43.22753217005081
6,-77.9267,37.5427,73.71320360350488
0,-79.5431,37.6301,178.05659933156767
1,-79.5431,37.6301,181.33971072632582
2,-79.5431,37.6301,195.49450132027496
3,-79.5431,37.6301,279.36617015911276
4,-79.5431,37.6301,245.10226316028096
5,-79.5431,37.6301,230.1649396626102
6,-79.5431,37.6301,258.0775711113254
0,-77.4322,37.6274,1308.6925007817797
1,-77.4322,37.6274,1288.4082466874515
2,-77.4322,37.6274,1312.0877286268278
3,-77.4322,37.6274,1323.2253529472991
4,-77.4322,37.6274,1400.8744363373992
5,-77.4322,37.6274,1533.3033882581092
6,-77.4322,37.6274,1770.1828559262292
0,-77.4448,38.7717,120.04527128030162
1,-77.4448,38.7717,115.49958880672817
2,-77.4448,38.7717,58.62534539473404
3,-77.4448,38.7717,104.44900324628364
4,-77.4448,38.7717,39.49698637728103
5,-77.4448,38.7717,27.654757060801703
6,-77.4448,38.7717,19.1520441415077
0,-82.3763,37.1026,71.77501982274822
1,-82.3763,37.1026,49.88374718013375
2,-82.3763,37.1026,44.121522389620274
3,-82.3763,37.1026,107.67273565802658
4,-82.3763,37.1026,121.11796032263595
5,-82.3763,37.1026,250.1366784366702
6,-82.3763,37.1026,196.42933113224095
0,-76.3477,37.8832,64.99252284352913
1,-76.3477,37.8832,69.11095377131268
2,-76.3477,37.8832,41.35684138560738
3,-76.3477,37.8832,38.59052185836026
4,-76.3477,37.8832,44.44590329190538
5,-76.3477,37.8832,79.74183245967568
6,-76.3477,37.8832,104.84902154891438
0,-77.1579,38.8514,3625.2401801268848
1,-77.1579,38.8514,4238.489807757146
2,-77.1579,38.8514,3988.0915761110646
3,-77.1579,38.8514,3693.2827930034223
4,-77.1579,38.8514,3201.398209922872
5,-77.1579,38.8514,3611.315042633076
6,-77.1579,38.8514,3982.302810118447
0,-78.7284,36.839,327.29942182265665
1,-78.7284,36.839,224.27415891446512
2,-78.7284,36.839,385.3641147506492
3,-78.7284,36.839,335.07666313092966
4,-78.7284,36.839,226.41085693447036
5,-78.7284,36.839,213.55906138482175
6,-78.7284,36.839,182.33911534276083
0,-78.1638,37.7533,58.45639887318568
1,-78.1638,37.7533,99.38776431454929
2,-78.1638,37.7533,106.46020286916266
3,-78.1638,37.7533,67.10044902902372
4,-78.1638,37.7533,24.765644301716367
5,-78.1638,37.7533,21.748337851578945
6,-78.1638,37.7533,64.39531028722942
0,-79.0087,38.1939,340.2006356529782
1,-79.0087,38.1939,260.9946327036392
2,-79.0087,38.1939,345.11644784211046
3,-79.0087,38.1939,230.37279087534577
4,-79.0087,38.1939,360.20693612566544
5,-79.0087,38.1939,275.58130365882226
6,-79.0087,38.1939,442.4774673663721
0,-77.4655,38.3319,656.9309889410334
1,-77.4655,38.3319,698.0194134784992
2,-77.4655,38.3319,804.4645072658417
3,-77.4655,38.3319,684.5483438409074
4,-77.4655,38.3319,621.0463393808458
5,-77.4655,38.3319,743.2979088666032
6,-77.4655,38.3319,751.1278637540566
0,-77.4712,39.0302,982.2109346094339
1,-77.4712,39.0302,1020.7578260702658
2,-77.4712,39.0302,985.7446671018098
3,-77.4712,39.0302,949.9538645614115
4,-77.4712,39.0302,736.9322166850397
5,-77.4712,39.0302,934.8613212623319
6,-77.4712,39.0302,714.432842512704
0,-82.7774,36.8615,868.6334857270157
1,-82.7774,36.8615,1823.1046786146283
2,-82.7774,36.8615,282.1259116300381
3,-82.7774,36.8615,315.7423285429481
